plot,tree_id,bin_low,bin_high,hag_mid,tree_height_m,CBH_m,n_points,n_wood,n_leaf,wood_frac,leaf_frac,wood_area_m2,total_area_m2,wood_spread_m,intensity_median_wood,intensity_median_all,wood_area_ratio,wood_spread_ratio,intensity_wood_ratio
P01,2,6.5,6.75,6.625,16.45087344542391,11.67,4520,4510,10,0.9977876106194691,0.0022123893805309214,0.30000000000000004,0.30000000000000004,0.3852745767675503,6682.0,6682.0,1.0714285714285714,1.4624596641666707,0.7878787878787878
P01,2,6.75,7.0,6.875,16.45087344542391,11.67,3555,3553,2,0.99943741209564,0.0005625879043600346,0.25000000000000006,0.2700000000000001,0.2255136354875182,7453.0,7453.0,0.892857142857143,0.8560248080398608,0.8787878787878788
P01,2,7.0,7.25,7.125,16.45087344542391,11.67,2766,2766,0,1.0,0.0,0.19000000000000003,0.19000000000000003,0.20208042813241392,7196.0,7196.0,0.6785714285714286,0.7670749457197987,0.8484848484848485
P01,2,7.25,7.5,7.375,16.45087344542391,11.67,2932,2931,1,0.9996589358799455,0.0003410641200545239,0.29000000000000004,0.29000000000000004,0.4156651716602593,6168.0,6168.0,1.0357142857142858,1.5778189997696315,0.7272727272727273
P01,2,7.5,7.75,7.625,16.45087344542391,11.67,2054,2054,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.23194513793016164,6939.0,6939.0,0.8214285714285715,0.8804380796895764,0.8181818181818182
P01,2,7.75,8.0,7.875,16.45087344542391,11.67,2198,2198,0,1.0,0.0,0.21000000000000005,0.21000000000000005,0.33080103838712144,6168.0,6168.0,0.7500000000000001,1.2556841397751997,0.7272727272727273
P01,2,8.0,8.25,8.125,16.45087344542391,11.67,1870,1870,0,1.0,0.0,0.19000000000000003,0.19000000000000003,0.29241575971816763,6939.0,6939.0,0.6785714285714286,1.1099778691405515,0.8181818181818182
P01,2,8.25,8.5,8.375,16.45087344542391,11.67,1504,1504,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.23174461576893293,6939.0,6939.0,0.7142857142857143,0.8796769197526065,0.8181818181818182
P01,2,8.5,8.75,8.625,16.45087344542391,11.67,1345,1345,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.22942754149867994,6939.0,6939.0,0.8214285714285715,0.8708815621986408,0.8181818181818182
P01,2,8.75,9.0,8.875,16.45087344542391,11.67,1279,1279,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.22599794782463148,6939.0,6939.0,0.7142857142857143,0.8578632040841287,0.8181818181818182
P01,2,9.0,9.25,9.125,16.45087344542391,11.67,1381,1381,0,1.0,0.0,0.26000000000000006,0.26000000000000006,0.3304920573147691,6425.0,6425.0,0.9285714285714287,1.254511281812192,0.7575757575757576
P01,2,9.25,9.5,9.375,16.45087344542391,11.67,1018,1018,0,1.0,0.0,0.25000000000000006,0.25000000000000006,0.37501576877350146,6682.0,6682.0,0.892857142857143,1.4235183641213813,0.7878787878787878
P01,2,9.5,9.75,9.625,16.45087344542391,11.67,1746,1488,258,0.852233676975945,0.147766323024055,0.22000000000000003,0.33000000000000007,0.23357191078701642,5911.0,5397.0,0.7857142857142857,0.8866131294576454,0.696969696969697
P01,2,9.75,10.0,9.875,16.45087344542391,11.67,1280,1254,26,0.9796875,0.020312499999999956,0.28,0.29000000000000004,0.4730208704189506,5654.0,5397.0,1.0,1.7955348860563314,0.6666666666666666
P01,2,10.0,10.25,10.125,16.45087344542391,11.67,1506,1121,385,0.7443559096945551,0.2556440903054449,0.23000000000000004,0.4100000000000001,0.3436277052938972,6168.0,4883.0,0.8214285714285715,1.3043727481288692,0.7272727272727273
P01,2,10.25,10.5,10.375,16.45087344542391,11.67,2341,1039,1302,0.4438274241777018,0.5561725758222982,0.18000000000000005,0.6000000000000001,0.21627403283194596,7196.0,4369.0,0.642857142857143,0.8209522986880323,0.8484848484848485
P01,2,10.5,10.75,10.625,16.45087344542391,11.67,2410,835,1575,0.34647302904564314,0.6535269709543569,0.13000000000000003,0.7200000000000002,0.17619022079051966,7196.0,3341.0,0.46428571428571436,0.6687985833080727,0.8484848484848485
P01,2,10.75,11.0,10.875,16.45087344542391,11.67,2135,771,1364,0.3611241217798595,0.6388758782201405,0.16000000000000003,0.9100000000000001,0.19084285695370073,6425.0,3341.0,0.5714285714285715,0.7244183689221414,0.7575757575757576
P01,2,11.0,11.25,11.125,16.45087344542391,11.67,4033,626,3407,0.15521943962310936,0.8447805603768906,0.12000000000000002,1.5000000000000002,0.1492186617891272,6939.0,3084.0,0.4285714285714286,0.5664175296445542,0.8181818181818182
P01,2,11.25,11.5,11.375,16.45087344542391,11.67,13125,522,12603,0.03977142857142857,0.9602285714285714,0.12000000000000002,2.8000000000000007,0.18010664707556065,7196.0,3598.0,0.4285714285714286,0.6836649041476391,0.8484848484848485
P01,2,11.5,11.75,11.625,16.45087344542391,11.67,10698,351,10347,0.03280987100392597,0.967190128996074,0.12000000000000002,3.2200000000000006,0.15284750469661101,7453.0,3084.0,0.4285714285714286,0.5801922158029775,0.8787878787878788
P01,2,11.75,12.0,11.875,16.45087344542391,11.67,3909,345,3564,0.08825786646201074,0.9117421335379893,0.09000000000000002,2.2000000000000006,0.1533380115531699,5911.0,2313.0,0.3214285714285715,0.5820541255576597,0.696969696969697
P01,2,12.0,12.25,12.125,16.45087344542391,11.67,3302,355,2947,0.1075105996365839,0.8924894003634161,0.12000000000000002,2.0800000000000005,1.3025452076488298,4883.0,1799.0,0.4285714285714286,4.94431748630359,0.5757575757575758
P01,2,12.25,12.5,12.375,16.45087344542391,11.67,3223,186,3037,0.057710207880856346,0.9422897921191437,0.09000000000000002,2.2100000000000004,0.11460051911762902,6425.0,1799.0,0.3214285714285715,0.43501089043623037,0.7575757575757576
P01,2,12.5,12.75,12.625,16.45087344542391,11.67,3465,97,3368,0.027994227994227995,0.972005772005772,0.07,2.5000000000000004,0.1395754873052361,6425.0,1799.0,0.25,0.5298131062861953,0.7575757575757576
P01,2,12.75,13.0,12.875,16.45087344542391,11.67,5030,102,4928,0.020278330019880716,0.9797216699801193,0.11000000000000001,3.1100000000000008,0.21782796247743527,7967.0,2056.0,0.39285714285714285,0.8268508436855966,0.9393939393939394
P01,2,13.0,13.25,13.125,16.45087344542391,11.67,6199,16,6183,0.0025810614615260526,0.997418938538474,0.030000000000000006,3.830000000000001,0.5046102132286537,1028.0,2313.0,0.10714285714285715,1.9154445361150667,0.12121212121212122
P01,2,13.25,13.5,13.375,16.45087344542391,11.67,5442,0,5442,0.0,1.0,0.0,3.440000000000001,,,2313.0,0.0,,
P01,2,13.5,13.75,13.625,16.45087344542391,11.67,4934,14,4920,0.002837454398054317,0.9971625456019457,0.06000000000000001,3.8400000000000007,0.48135285633436947,899.5,2056.0,0.2142857142857143,1.8271621826870579,0.10606060606060606
P01,2,13.75,14.0,13.875,16.45087344542391,11.67,3816,16,3800,0.0041928721174004195,0.9958071278825996,0.07,4.180000000000001,0.18213148268097754,1028.0,2056.0,0.25,0.6913509560650417,0.12121212121212122
P01,2,14.0,14.25,14.125,16.45087344542391,11.67,5921,13,5908,0.0021955750717784156,0.9978044249282216,0.04000000000000001,4.740000000000001,0.12971749250486975,1285.0,2570.0,0.14285714285714288,0.4923932487755897,0.15151515151515152
P01,2,14.25,14.5,14.375,16.45087344542391,11.67,7585,0,7585,0.0,1.0,0.0,5.530000000000001,,,2570.0,0.0,,
P01,2,14.5,14.75,14.625,16.45087344542391,11.67,5593,0,5593,0.0,1.0,0.0,4.48,,,2570.0,0.0,,
P01,2,14.75,15.0,14.875,16.45087344542391,11.67,2264,0,2264,0.0,1.0,0.0,3.1100000000000008,,,2570.0,0.0,,
P01,2,15.0,15.25,15.125,16.45087344542391,11.67,2143,0,2143,0.0,1.0,0.0,3.3900000000000006,,,2827.0,0.0,,
P01,2,15.25,15.5,15.375,16.45087344542391,11.67,5619,0,5619,0.0,1.0,0.0,6.270000000000001,,,3084.0,0.0,,
P01,2,15.5,15.75,15.625,16.45087344542391,11.67,6271,0,6271,0.0,1.0,0.0,5.910000000000001,,,3341.0,0.0,,
P01,2,15.75,16.0,15.875,16.45087344542391,11.67,4017,0,4017,0.0,1.0,0.0,4.3500000000000005,,,3084.0,0.0,,
P01,2,16.0,16.25,16.125,16.45087344542391,11.67,1768,0,1768,0.0,1.0,0.0,2.6100000000000003,,,3084.0,0.0,,
P01,2,16.25,16.5,16.375,16.45087344542391,11.67,2208,0,2208,0.0,1.0,0.0,4.000000000000001,,,3084.0,0.0,,
P01,3,0.0,0.25,0.125,17.984406391751406,14.52,3535,3392,143,0.9595473833097595,0.04045261669024047,0.3400000000000001,0.38000000000000006,0.33854474290137937,10023.0,9766.0,1.36,1.4536472676360024,0.9069767441860465
P01,3,0.25,0.5,0.375,17.984406391751406,14.52,4269,4267,2,0.9995315062075427,0.00046849379245728073,0.25000000000000006,0.26000000000000006,0.23289332318695072,11051.0,11051.0,1.0,1.0,1.0
P01,3,0.5,0.75,0.625,17.984406391751406,14.52,4443,4443,0,1.0,0.0,0.30000000000000004,0.30000000000000004,0.23733245626807092,11308.0,11308.0,1.2,1.0190608001138648,1.0232558139534884
P01,3,0.75,1.0,0.875,17.984406391751406,14.52,5319,5319,0,1.0,0.0,0.25000000000000006,0.25000000000000006,0.21138424624177848,11565.0,11565.0,1.0,0.9076440807712369,1.0465116279069768
P01,3,1.0,1.25,1.125,17.984406391751406,14.52,5484,5484,0,1.0,0.0,0.25000000000000006,0.25000000000000006,0.19932385714112313,10794.0,10794.0,1.0,0.8558590448774681,0.9767441860465116
P01,3,1.25,1.5,1.375,17.984406391751406,14.52,6461,6460,1,0.9998452251973379,0.00015477480266212762,0.21000000000000005,0.21000000000000005,0.2159380698525339,11051.0,11051.0,0.84,0.9271973403857253,1.0
P01,3,1.5,1.75,1.625,17.984406391751406,14.52,6768,6766,2,0.9997044917257684,0.0002955082742316373,0.26000000000000006,0.26000000000000006,0.22180903859431736,11051.0,11051.0,1.04,0.952406172744868,1.0
