plot,tree_id,bin_low,bin_high,hag_mid,tree_height_m,CBH_m,n_points,n_wood,n_leaf,wood_frac,leaf_frac,wood_area_m2,total_area_m2,wood_spread_m,intensity_median_wood,intensity_median_all,wood_area_ratio,wood_spread_ratio,intensity_wood_ratio
P01,18,14.25,14.5,14.375,18.72343570018222,11.2,32161,2,32159,6.218712104723112e-05,0.9999378128789528,0.020000000000000004,12.440000000000003,0.09128115937967318,10665.5,2827.0,0.06451612903225806,0.29846290294276073,0.83
P01,18,14.5,14.75,14.625,18.72343570018222,11.2,17296,3,17293,0.0001734505087881591,0.9998265494912119,0.010000000000000002,9.510000000000002,0.015321954300568466,17476.0,2570.0,0.03225806451612903,0.05009834439419184,1.36
P01,18,14.75,15.0,14.875,18.72343570018222,11.2,13787,6,13781,0.00043519257271342566,0.9995648074272866,0.030000000000000006,8.120000000000001,1.8740668610849909,899.5,2570.0,0.0967741935483871,6.127654813648321,0.07
P01,18,15.0,15.25,15.125,18.72343570018222,11.2,14922,0,14922,0.0,1.0,0.0,8.100000000000001,,,2827.0,0.0,,
P01,18,15.25,15.5,15.375,18.72343570018222,11.2,10335,0,10335,0.0,1.0,0.0,8.330000000000002,,,2827.0,0.0,,
P01,18,15.5,15.75,15.625,18.72343570018222,11.2,11078,0,11078,0.0,1.0,0.0,8.870000000000001,,,2827.0,0.0,,
P01,18,15.75,16.0,15.875,18.72343570018222,11.2,14536,0,14536,0.0,1.0,0.0,11.130000000000003,,,2827.0,0.0,,
P01,18,16.0,16.25,16.125,18.72343570018222,11.2,11829,21,11808,0.001775297996449404,0.9982247020035506,0.020000000000000004,10.350000000000001,0.04623851208881181,8224.0,2827.0,0.06451612903225806,0.15118651690628995,0.64
P01,18,16.25,16.5,16.375,18.72343570018222,11.2,8336,0,8336,0.0,1.0,0.0,8.190000000000001,,,2827.0,0.0,,
P01,18,16.5,16.75,16.625,18.72343570018222,11.2,5446,1,5445,0.0001836210062431142,0.9998163789937569,0.010000000000000002,6.420000000000001,,514.0,2570.0,0.03225806451612903,,0.04
P01,18,16.75,17.0,16.875,18.72343570018222,11.2,3374,0,3374,0.0,1.0,0.0,5.070000000000001,,,3084.0,0.0,,
P01,18,17.0,17.25,17.125,18.72343570018222,11.2,3190,0,3190,0.0,1.0,0.0,5.470000000000001,,,3084.0,0.0,,
P01,18,17.25,17.5,17.375,18.72343570018222,11.2,1491,0,1491,0.0,1.0,0.0,3.420000000000001,,,2827.0,0.0,,
P01,18,17.5,17.75,17.625,18.72343570018222,11.2,1289,0,1289,0.0,1.0,0.0,2.9700000000000006,,,2570.0,0.0,,
P01,18,17.75,18.0,17.875,18.72343570018222,11.2,1193,0,1193,0.0,1.0,0.0,2.9600000000000004,,,3084.0,0.0,,
P01,18,18.0,18.25,18.125,18.72343570018222,11.2,1267,0,1267,0.0,1.0,0.0,2.6500000000000004,,,3084.0,0.0,,
P01,18,18.25,18.5,18.375,18.72343570018222,11.2,758,0,758,0.0,1.0,0.0,2.2000000000000006,,,2570.0,0.0,,
P01,18,18.5,18.75,18.625,18.72343570018222,11.2,4436,0,4436,0.0,1.0,0.0,5.620000000000001,,,3084.0,0.0,,
P01,19,0.0,0.25,0.125,17.610843657666138,12.16,9663,9519,144,0.9850977957156163,0.014902204284383713,0.4900000000000001,0.5200000000000001,0.38340709451574917,8481.0,8481.0,1.5806451612903227,1.3980335277450213,0.9166666666666666
P01,19,0.25,0.5,0.375,17.610843657666138,12.16,8882,8882,0,1.0,0.0,0.30000000000000004,0.30000000000000004,0.2839785202799234,8738.0,8738.0,0.967741935483871,1.0354829062623,0.9444444444444444
P01,19,0.5,0.75,0.625,17.610843657666138,12.16,9640,9640,0,1.0,0.0,0.31000000000000005,0.31000000000000005,0.2742474246194734,9252.0,9252.0,1.0,1.0,1.0
P01,19,0.75,1.0,0.875,17.610843657666138,12.16,11706,11706,0,1.0,0.0,0.31000000000000005,0.31000000000000005,0.26568025900768116,10280.0,10280.0,1.0,0.9687611811717852,1.1111111111111112
P01,19,1.0,1.25,1.125,17.610843657666138,12.16,12592,12592,0,1.0,0.0,0.30000000000000004,0.30000000000000004,0.25516269327365393,10537.0,10537.0,0.967741935483871,0.9304105357696609,1.1388888888888888
P01,19,1.25,1.5,1.375,17.610843657666138,12.16,13729,13726,3,0.9997814844489766,0.00021851555102336828,0.28,0.28,0.2417540072651714,10280.0,10280.0,0.9032258064516129,0.8815178760588633,1.1111111111111112
P01,19,1.5,1.75,1.625,17.610843657666138,12.16,14841,14841,0,1.0,0.0,0.29000000000000004,0.29000000000000004,0.22821919291643758,11308.0,11308.0,0.9354838709677419,0.8321653092389059,1.2222222222222223
P01,19,1.75,2.0,1.875,17.610843657666138,12.16,16056,16056,0,1.0,0.0,0.26000000000000006,0.26000000000000006,0.23058620879552572,11308.0,11308.0,0.8387096774193549,0.8407962594925771,1.2222222222222223
P01,19,2.0,2.25,2.125,17.610843657666138,12.16,16978,16978,0,1.0,0.0,0.26000000000000006,0.26000000000000006,0.23132498748158967,11051.0,11051.0,0.8387096774193549,0.8434900995061672,1.1944444444444444
P01,19,2.25,2.5,2.375,17.610843657666138,12.16,15528,15528,0,1.0,0.0,0.26000000000000006,0.26000000000000006,0.22461889866637247,10794.0,10794.0,0.8387096774193549,0.8190374038262639,1.1666666666666667
P01,19,2.5,2.75,2.625,17.610843657666138,12.16,13910,13910,0,1.0,0.0,0.26000000000000006,0.26000000000000006,0.2282254341760761,9766.0,9766.0,0.8387096774193549,0.8321880670082712,1.0555555555555556
P01,19,2.75,3.0,2.875,17.610843657666138,12.16,12209,12209,0,1.0,0.0,0.25000000000000006,0.25000000000000006,0.22539964486237124,9509.0,9509.0,0.8064516129032259,0.8218842717488417,1.0277777777777777
P01,19,3.0,3.25,3.125,17.610843657666138,12.16,10648,10648,0,1.0,0.0,0.21000000000000005,0.21000000000000005,0.22302880964940228,9252.0,9252.0,0.6774193548387097,0.8132393948962748,1.0
P01,19,3.25,3.5,3.375,17.610843657666138,12.16,10245,10245,0,1.0,0.0,0.25000000000000006,0.25000000000000006,0.22479501694495607,8995.0,8995.0,0.8064516129032259,0.8196795913648632,0.9722222222222222
P01,19,3.5,3.75,3.625,17.610843657666138,12.16,9438,9438,0,1.0,0.0,0.22000000000000003,0.22000000000000003,0.22321514292726088,8481.0,8481.0,0.7096774193548386,0.8139188298193818,0.9166666666666666
P01,19,3.75,4.0,3.875,17.610843657666138,12.16,8297,8297,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.22495021705038437,7967.0,7967.0,0.7419354838709677,0.8202455040827079,0.8611111111111112
P01,19,4.0,4.25,4.125,17.610843657666138,12.16,7782,7782,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.22143305987087203,7838.5,7838.5,0.7419354838709677,0.8074207448916507,0.8472222222222222
P01,19,4.25,4.5,4.375,17.610843657666138,12.16,6993,6993,0,1.0,0.0,0.22000000000000003,0.22000000000000003,0.22178412930834554,7710.0,7710.0,0.7096774193548386,0.8087008642508776,0.8333333333333334
P01,19,4.5,4.75,4.625,17.610843657666138,12.16,6994,6994,0,1.0,0.0,0.25000000000000006,0.25000000000000006,0.21469280369646532,7453.0,7453.0,0.8064516129032259,0.7828434633227936,0.8055555555555556
P01,19,4.75,5.0,4.875,17.610843657666138,12.16,6404,6404,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.2108641738668632,7196.0,7196.0,0.7419354838709677,0.7688829682154487,0.7777777777777778
P01,19,5.0,5.25,5.125,17.610843657666138,12.16,5974,5974,0,1.0,0.0,0.24000000000000005,0.24000000000000005,0.21857149852697516,6939.0,6939.0,0.7741935483870968,0.796986512563426,0.75
P01,19,5.25,5.5,5.375,17.610843657666138,12.16,5689,5689,0,1.0,0.0,0.22000000000000003,0.22000000000000003,0.21230261273918247,6939.0,6939.0,0.7096774193548386,0.7741280087999324,0.75
P01,19,5.5,5.75,5.625,17.610843657666138,12.16,5528,5528,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.21759055467241786,6682.0,6682.0,0.7419354838709677,0.7934096554391763,0.7222222222222222
P01,19,5.75,6.0,5.875,17.610843657666138,12.16,4962,4962,0,1.0,0.0,0.22000000000000003,0.22000000000000003,0.21982663689472187,6939.0,6939.0,0.7096774193548386,0.8015631767544873,0.75
P01,19,6.0,6.25,6.125,17.610843657666138,12.16,5045,5045,0,1.0,0.0,0.2700000000000001,0.2700000000000001,0.21966519183259928,7196.0,7196.0,0.870967741935484,0.8009744927865463,0.7777777777777778
P01,19,6.25,6.5,6.375,17.610843657666138,12.16,4744,4744,0,1.0,0.0,0.24000000000000005,0.24000000000000005,0.2192431297448844,6939.0,6939.0,0.7741935483870968,0.7994355099198868,0.75
P01,19,6.5,6.75,6.625,17.610843657666138,12.16,4313,4313,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.21842160963801024,6939.0,6939.0,0.7419354838709677,0.7964399663591257,0.75
P01,19,6.75,7.0,6.875,17.610843657666138,12.16,4523,4523,0,1.0,0.0,0.25000000000000006,0.25000000000000006,0.21286662495118305,6939.0,6939.0,0.8064516129032259,0.776184590417,0.75
P01,19,7.0,7.25,7.125,17.610843657666138,12.16,4259,4259,0,1.0,0.0,0.30000000000000004,0.30000000000000004,0.27619299195154756,6939.0,6939.0,0.967741935483871,1.0070942045664557,0.75
P01,19,7.25,7.5,7.375,17.610843657666138,12.16,4182,4182,0,1.0,0.0,0.26000000000000006,0.26000000000000006,0.2082847771435422,6939.0,6939.0,0.8387096774193549,0.7594776046941686,0.75
P01,19,7.5,7.75,7.625,17.610843657666138,12.16,3905,3905,0,1.0,0.0,0.26000000000000006,0.26000000000000006,0.21384527119438657,6682.0,6682.0,0.8387096774193549,0.7797530696636563,0.7222222222222222
P01,19,7.75,8.0,7.875,17.610843657666138,12.16,3818,3818,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.20560520389279552,6939.0,6939.0,0.7419354838709677,0.7497069632580105,0.75
P01,19,8.0,8.25,8.125,17.610843657666138,12.16,4596,4596,0,1.0,0.0,0.29000000000000004,0.29000000000000004,0.26980502215014934,6682.0,6682.0,0.9354838709677419,0.9838014797204094,0.7222222222222222
P01,19,8.25,8.5,8.375,17.610843657666138,12.16,3708,3708,0,1.0,0.0,0.25000000000000006,0.25000000000000006,0.2086710310964774,6939.0,6939.0,0.8064516129032259,0.7608860188423456,0.75
P01,19,8.5,8.75,8.625,17.610843657666138,12.16,3865,3864,1,0.9997412677878396,0.0002587322121604396,0.30000000000000004,0.30000000000000004,0.26765525305112386,6425.0,6425.0,0.967741935483871,0.9759626856022573,0.6944444444444444
P01,19,8.75,9.0,8.875,17.610843657666138,12.16,3412,3397,15,0.9956037514654161,0.004396248534583869,0.31000000000000005,0.31000000000000005,0.2518447672418878,6682.0,6682.0,1.0,0.9183122415509647,0.7222222222222222
P01,19,9.0,9.25,9.125,17.610843657666138,12.16,4924,4697,227,0.9538992688870837,0.04610073111291635,0.4600000000000001,0.5200000000000001,0.34494318361178367,5911.0,5654.0,1.4838709677419355,1.2577809402965325,0.6388888888888888
P01,19,9.25,9.5,9.375,17.610843657666138,12.16,3882,3534,348,0.910355486862442,0.08964451313755795,0.4000000000000001,0.4600000000000001,0.4850568220460734,6425.0,6168.0,1.2903225806451613,1.7686832345612888,0.6944444444444444
P01,19,9.5,9.75,9.625,17.610843657666138,12.16,4580,4283,297,0.9351528384279476,0.06484716157205239,0.4000000000000001,0.45000000000000007,0.35699061331418075,6168.0,5654.0,1.2903225806451613,1.301709993483133,0.6666666666666666
P01,19,9.75,10.0,9.875,17.610843657666138,12.16,4550,3919,631,0.8613186813186813,0.13868131868131872,0.44000000000000006,0.5700000000000001,0.5967284761703073,6168.0,5911.0,1.4193548387096773,2.175876316790527,0.6666666666666666
P01,19,10.0,10.25,10.125,17.610843657666138,12.16,4289,3905,384,0.91046864070879,0.08953135929121003,0.5100000000000001,0.6300000000000001,0.45911129586721466,5654.0,5397.0,1.6451612903225807,1.674076963545767,0.6111111111111112
P01,19,10.25,10.5,10.375,17.610843657666138,12.16,4928,4213,715,0.8549107142857143,0.1450892857142857,0.6100000000000001,0.9100000000000001,1.091972418625428,5911.0,5397.0,1.967741935483871,3.981705279969622,0.6388888888888888
P01,19,10.5,10.75,10.625,17.610843657666138,12.16,7474,4465,3009,0.5974043350280974,0.4025956649719026,0.6200000000000001,1.2500000000000002,0.5869359399841613,5654.0,4369.0,2.0,2.1401693773370987,0.6111111111111112
P01,19,10.75,11.0,10.875,17.610843657666138,12.16,5452,3189,2263,0.58492296404989,0.41507703595011003,0.6100000000000001,1.2100000000000002,0.6308962897662257,5397.0,4883.0,1.967741935483871,2.3004638626656693,0.5833333333333334
P01,19,11.0,11.25,11.125,17.610843657666138,12.16,6155,1251,4904,0.2032493907392364,0.7967506092607636,0.4100000000000001,1.4300000000000004,0.6028055261275427,6168.0,4369.0,1.3225806451612905,2.19803532143995,0.6666666666666666
P01,19,11.25,11.5,11.375,17.610843657666138,12.16,5479,913,4566,0.16663624749041797,0.8333637525095821,0.2700000000000001,1.2500000000000002,0.5533284711521558,6425.0,4626.0,0.870967741935484,2.017625040307729,0.6944444444444444
P01,19,11.5,11.75,11.625,17.610843657666138,12.16,5395,1722,3673,0.3191844300278035,0.6808155699721965,0.24000000000000005,1.0200000000000002,0.24820935959538812,6682.0,4883.0,0.7741935483870968,0.9050563006736932,0.7222222222222222
P01,19,11.75,12.0,11.875,17.610843657666138,12.16,5802,1480,4322,0.25508445363667703,0.744915546363323,0.25000000000000006,1.5100000000000002,0.2252658510082439,6939.0,4369.0,0.8064516129032259,0.8213964135517666,0.75
P01,19,12.0,12.25,12.125,17.610843657666138,12.16,8406,602,7804,0.07161551272900309,0.9283844872709969,0.25000000000000006,2.2200000000000006,0.6878059263766646,6682.0,4112.0,0.8064516129032259,2.507975881016991,0.7222222222222222
P01,19,12.25,12.5,12.375,17.610843657666138,12.16,8710,305,8405,0.03501722158438576,0.9649827784156142,0.14,2.4800000000000004,0.1871154393877859,6939.0,3598.0,0.45161290322580644,0.6822869518188339,0.75
P01,19,12.5,12.75,12.625,17.610843657666138,12.16,11615,101,11514,0.008695652173913044,0.991304347826087,0.12000000000000002,3.130000000000001,0.32889207924070873,6682.0,3084.0,0.3870967741935484,1.1992531185919302,0.7222222222222222
P01,19,12.75,13.0,12.875,17.610843657666138,12.16,14658,13,14645,0.0008868877063719471,0.9991131122936281,0.05000000000000001,4.210000000000001,0.18344844356820925,5911.0,2570.0,0.16129032258064516,0.6689158296481709,0.6388888888888888
P01,19,13.0,13.25,13.125,17.610843657666138,12.16,14654,11,14643,0.0007506482871570902,0.9992493517128429,0.06000000000000001,4.900000000000001,0.2360166655425751,5654.0,2570.0,0.1935483870967742,0.8605975639335735,0.6111111111111112
P01,19,13.25,13.5,13.375,17.610843657666138,12.16,12516,19,12497,0.001518056887184404,0.9984819431128156,0.10000000000000002,4.960000000000001,0.42630422535556145,4112.0,2313.0,0.3225806451612903,1.554451152812361,0.4444444444444444
P01,19,13.5,13.75,13.625,17.610843657666138,12.16,14306,17,14289,0.0011883125961135188,0.9988116874038865,0.06000000000000001,5.7200000000000015,0.7106730824013097,5654.0,2570.0,0.1935483870967742,2.5913573605564033,0.6111111111111112
P01,19,13.75,14.0,13.875,17.610843657666138,12.16,15623,15,15608,0.0009601228957306535,0.9990398771042693,0.020000000000000004,6.8900000000000015,1.0049226312822057,7453.0,2570.0,0.06451612903225806,3.664291953430616,0.8055555555555556
P01,19,14.0,14.25,14.125,17.610843657666138,12.16,21459,3,21456,0.0001398014818957081,0.9998601985181043,0.020000000000000004,7.980000000000001,0.5406525900797371,8481.0,2570.0,0.06451612903225806,1.9714044382728806,0.9166666666666666
P01,19,14.25,14.5,14.375,17.610843657666138,12.16,21719,18,21701,0.0008287674386481882,0.9991712325613518,0.030000000000000006,8.860000000000001,0.07748922191640659,9509.0,2570.0,0.0967741935483871,0.28255223189032763,1.0277777777777777
P01,19,14.5,14.75,14.625,17.610843657666138,12.16,18099,9,18090,0.0004972650422675286,0.9995027349577325,0.06000000000000001,9.550000000000002,0.8955189784369264,8738.0,2570.0,0.1935483870967742,3.2653687803248697,0.9444444444444444
P01,19,14.75,15.0,14.875,17.610843657666138,12.16,17766,64,17702,0.003602386581109985,0.99639761341889,0.08000000000000002,9.160000000000002,0.14794255298618195,3212.5,2570.0,0.25806451612903225,0.5394491969850099,0.3472222222222222
P01,19,15.0,15.25,15.125,17.610843657666138,12.16,14076,2,14074,0.00014208581983518045,0.9998579141801648,0.020000000000000004,9.210000000000003,0.008944272255433944,3469.5,2570.0,0.06451612903225806,0.03261387875508546,0.375
P01,19,15.25,15.5,15.375,17.610843657666138,12.16,14502,0,14502,0.0,1.0,0.0,9.990000000000002,,,2570.0,0.0,,
P01,19,15.5,15.75,15.625,17.610843657666138,12.16,18146,0,18146,0.0,1.0,0.0,10.710000000000003,,,2570.0,0.0,,
P01,19,15.75,16.0,15.875,17.610843657666138,12.16,16869,1,16868,5.928033671231253e-05,0.9999407196632877,0.010000000000000002,11.200000000000003,,514.0,2570.0,0.03225806451612903,,0.05555555555555555
P01,19,16.0,16.25,16.125,17.610843657666138,12.16,12387,0,12387,0.0,1.0,0.0,10.450000000000003,,,2570.0,0.0,,
P01,19,16.25,16.5,16.375,17.610843657666138,12.16,7859,2,7857,0.0002544853034737244,0.9997455146965263,0.010000000000000002,9.710000000000003,0.043660622961202496,771.0,2570.0,0.03225806451612903,0.1592015787268848,0.08333333333333333
P01,19,16.5,16.75,16.625,17.610843657666138,12.16,7691,1,7690,0.0001300221037576388,0.9998699778962423,0.010000000000000002,8.910000000000002,,15677.0,2827.0,0.03225806451612903,,1.6944444444444444
P01,19,16.75,17.0,16.875,17.610843657666138,12.16,7059,0,7059,0.0,1.0,0.0,8.480000000000002,,,3084.0,0.0,,
P01,19,17.0,17.25,17.125,17.610843657666138,12.16,5611,0,5611,0.0,1.0,0.0,7.770000000000001,,,3084.0,0.0,,
P01,19,17.25,17.5,17.375,17.610843657666138,12.16,3239,0,3239,0.0,1.0,0.0,5.900000000000001,,,3084.0,0.0,,
P01,19,17.5,17.75,17.625,17.610843657666138,12.16,4226,0,4226,0.0,1.0,0.0,6.120000000000001,,,3084.0,0.0,,
P01,20,0.0,0.25,0.125,17.33362381776656,12.65,4000,3450,550,0.8625,0.13749999999999996,0.4000000000000001,0.5100000000000001,0.32286374811231455,9509.0,8995.0,1.4814814814814814,1.2470709239326108,1.0277777777777777
P01,20,0.25,0.5,0.375,17.33362381776656,12.65,3851,3843,8,0.9979226175019476,0.002077382498052449,0.31000000000000005,0.3400000000000001,0.2757555036078683,9509.0,9509.0,1.1481481481481481,1.0651139146911561,1.0277777777777777
P01,20,0.5,0.75,0.625,17.33362381776656,12.65,4101,4101,0,1.0,0.0,0.24000000000000005,0.24000000000000005,0.2588976632493129,9252.0,9252.0,0.8888888888888888,1.0,1.0
P01,20,0.75,1.0,0.875,17.33362381776656,12.65,4083,4082,1,0.9997550820475141,0.0002449179524859346,0.2700000000000001,0.2700000000000001,0.2521618460182257,8995.0,8995.0,1.0,0.9739827036422467,0.9722222222222222
P01,20,1.0,1.25,1.125,17.33362381776656,12.65,4066,4065,1,0.999754058042302,0.00024594195769800375,0.25000000000000006,0.25000000000000006,0.23770271199123766,7967.0,7967.0,0.9259259259259259,0.9181338641992108,0.8611111111111112
P01,20,1.25,1.5,1.375,17.33362381776656,12.65,3965,3965,0,1.0,0.0,0.21000000000000005,0.21000000000000005,0.23118866725666512,8224.0,8224.0,0.7777777777777778,0.8929731707699323,0.8888888888888888
P01,20,1.5,1.75,1.625,17.33362381776656,12.65,3973,3973,0,1.0,0.0,0.21000000000000005,0.21000000000000005,0.22482526314336018,7967.0,7967.0,0.7777777777777778,0.8683943312646212,0.8611111111111112
P01,20,1.75,2.0,1.875,17.33362381776656,12.65,3798,3798,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.2208771145590423,7710.0,7710.0,0.8518518518518517,0.8531444887795003,0.8333333333333334
P01,20,2.0,2.25,2.125,17.33362381776656,12.65,3749,3749,0,1.0,0.0,0.22000000000000003,0.22000000000000003,0.21769244276676514,8224.0,8224.0,0.8148148148148147,0.8408435983338018,0.8888888888888888
P01,20,2.25,2.5,2.375,17.33362381776656,12.65,3802,3802,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.22387462988722076,8224.0,8224.0,0.7407407407407407,0.8647224817615843,0.8888888888888888
P01,20,2.5,2.75,2.625,17.33362381776656,12.65,3715,3715,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.21754975742679758,8224.0,8224.0,0.7407407407407407,0.8402924719227838,0.8888888888888888
P01,20,2.75,3.0,2.875,17.33362381776656,12.65,3861,3861,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.2196474449034416,7710.0,7710.0,0.8518518518518517,0.8483948528030004,0.8333333333333334
P01,20,3.0,3.25,3.125,17.33362381776656,12.65,3789,3789,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.22045362259281057,7453.0,7453.0,0.8518518518518517,0.8515087383408264,0.8055555555555556
P01,20,3.25,3.5,3.375,17.33362381776656,12.65,3871,3871,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.21889836890889347,7196.0,7196.0,0.8518518518518517,0.845501524276405,0.7777777777777778
P01,20,3.5,3.75,3.625,17.33362381776656,12.65,3824,3824,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.21070026041002554,7196.0,7196.0,0.7407407407407407,0.8138360839785784,0.7777777777777778
P01,20,3.75,4.0,3.875,17.33362381776656,12.65,4151,4151,0,1.0,0.0,0.21000000000000005,0.21000000000000005,0.2202566683108498,7196.0,7196.0,0.7777777777777778,0.850747996511453,0.7777777777777778
P01,20,4.0,4.25,4.125,17.33362381776656,12.65,3750,3750,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.21484180288015148,6939.0,6939.0,0.7407407407407407,0.8298329161560003,0.75
P01,20,4.25,4.5,4.375,17.33362381776656,12.65,4101,4101,0,1.0,0.0,0.23000000000000004,0.23000000000000004,0.21400934527776003,7196.0,7196.0,0.8518518518518517,0.8266175236648374,0.7777777777777778
P01,20,4.5,4.75,4.625,17.33362381776656,12.65,3617,3617,0,1.0,0.0,0.21000000000000005,0.21000000000000005,0.2071641774879586,6939.0,6939.0,0.7777777777777778,0.8001778574898296,0.75
P01,20,4.75,5.0,4.875,17.33362381776656,12.65,3556,3556,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.20279792583923323,7453.0,7453.0,0.7407407407407407,0.7833130793611806,0.8055555555555556
P01,20,5.0,5.25,5.125,17.33362381776656,12.65,3762,3762,0,1.0,0.0,0.19000000000000003,0.19000000000000003,0.1993895684158256,7196.0,7196.0,0.7037037037037036,0.7701481964470948,0.7777777777777778
P01,20,5.25,5.5,5.375,17.33362381776656,12.65,3557,3557,0,1.0,0.0,0.21000000000000005,0.21000000000000005,0.19637514567130832,7196.0,7196.0,0.7777777777777778,0.7585048980616069,0.7777777777777778
P01,20,5.5,5.75,5.625,17.33362381776656,12.65,3547,3547,0,1.0,0.0,0.22000000000000003,0.22000000000000003,0.1938917228034497,6939.0,6939.0,0.8148148148148147,0.7489126026476961,0.75
P01,20,5.75,6.0,5.875,17.33362381776656,12.65,3327,3327,0,1.0,0.0,0.19000000000000003,0.19000000000000003,0.19115098404470807,6939.0,6939.0,0.7037037037037036,0.7383264168770568,0.75
P01,20,6.0,6.25,6.125,17.33362381776656,12.65,3162,3162,0,1.0,0.0,0.16000000000000003,0.16000000000000003,0.19014073391422912,7196.0,7196.0,0.5925925925925926,0.7344242954063578,0.7777777777777778
P01,20,6.25,6.5,6.375,17.33362381776656,12.65,3085,3085,0,1.0,0.0,0.19000000000000003,0.19000000000000003,0.1854249064953319,6682.0,6682.0,0.7037037037037036,0.7162092703663056,0.7222222222222222
P01,20,6.5,6.75,6.625,17.33362381776656,12.65,3203,3203,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.17847324708346318,7453.0,7453.0,0.7407407407407407,0.689358277102707,0.8055555555555556
P01,20,6.75,7.0,6.875,17.33362381776656,12.65,3062,3062,0,1.0,0.0,0.17000000000000004,0.17000000000000004,0.18001652696421794,6682.0,6682.0,0.6296296296296297,0.6953192419927942,0.7222222222222222
P01,20,7.0,7.25,7.125,17.33362381776656,12.65,2899,2899,0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.18007275559588554,6939.0,6939.0,0.7407407407407407,0.6955364267713738,0.75
P01,20,7.25,7.5,7.375,17.33362381776656,12.65,2752,2752,0,1.0,0.0,0.19000000000000003,0.19000000000000003,0.1763348522709774,6939.0,6939.0,0.7037037037037036,0.6810986629152026,0.75
P01,20,7.5,7.75,7.625,17.33362381776656,12.65,2978,2978,0,1.0,0.0,0.26000000000000006,0.26000000000000006,0.2025150384570749,6939.0,6939.0,0.9629629629629629,0.7822204183513902,0.75
P01,20,7.75,8.0,7.875,17.33362381776656,12.65,3299,3291,8,0.9975750227341619,0.002424977265838124,0.29000000000000004,0.29000000000000004,0.4121644041461478,6425.0,6425.0,1.074074074074074,1.5919973899078506,0.6944444444444444
P01,20,8.0,8.25,8.125,17.33362381776656,12.65,2776,2776,0,1.0,0.0,0.21000000000000005,0.21000000000000005,0.18515533638328274,6939.0,6939.0,0.7777777777777778,0.7151680477122813,0.75
P01,20,8.25,8.5,8.375,17.33362381776656,12.65,3050,3046,4,0.9986885245901639,0.0013114754098361159,0.23000000000000004,0.24000000000000005,0.22812879498412753,6425.0,6425.0,0.8518518518518517,0.8811543222174407,0.6944444444444444
P01,20,8.5,8.75,8.625,17.33362381776656,12.65,3634,3613,21,0.9942212438084755,0.005778756191524459,0.4000000000000001,0.4000000000000001,0.47640485867122995,5654.0,5654.0,1.4814814814814814,1.8401280749006308,0.6111111111111112
P01,20,8.75,9.0,8.875,17.33362381776656,12.65,2394,2385,9,0.9962406015037594,0.003759398496240629,0.30000000000000004,0.32000000000000006,0.5882371496430565,6939.0,6939.0,1.111111111111111,2.272083657536131,0.75
P01,20,9.0,9.25,9.125,17.33362381776656,12.65,3418,3409,9,0.997366881217086,0.0026331187829139457,0.4000000000000001,0.4000000000000001,0.44761031091907755,6168.0,5911.0,1.4814814814814814,1.7289082693961528,0.6666666666666666
P01,20,9.25,9.5,9.375,17.33362381776656,12.65,3917,3794,123,0.9685984171559867,0.03140158284401329,0.5500000000000002,0.5800000000000001,1.1059479079633971,5397.0,5397.0,2.037037037037037,4.271757010407595,0.5833333333333334
P01,20,9.5,9.75,9.625,17.33362381776656,12.65,3408,3405,3,0.9991197183098591,0.0008802816901408717,0.4200000000000001,0.44000000000000006,0.44313991728248714,5397.0,5397.0,1.5555555555555556,1.7116412397115879,0.5833333333333334
P01,20,9.75,10.0,9.875,17.33362381776656,12.65,2216,2206,10,0.9954873646209387,0.004512635379061325,0.4000000000000001,0.4100000000000001,0.4468100683788143,6425.0,6425.0,1.4814814814814814,1.7258173085500035,0.6944444444444444
P01,20,10.0,10.25,10.125,17.33362381776656,12.65,3945,3937,8,0.9979721166032953,0.002027883396704677,0.6700000000000002,0.6700000000000002,0.6065647478876692,5140.0,5140.0,2.4814814814814814,2.3428745562047055,0.5555555555555556
P01,20,10.25,10.5,10.375,17.33362381776656,12.65,4631,4608,23,0.9950334700928525,0.004966529907147521,0.7500000000000001,0.7600000000000001,1.1785031861929371,4626.0,4626.0,2.7777777777777772,4.552003951685203,0.5
P01,20,10.5,10.75,10.625,17.33362381776656,12.65,2409,2321,88,0.9634703196347032,0.0365296803652968,0.3600000000000001,0.38000000000000006,0.5519800719816808,5911.0,5911.0,1.3333333333333333,2.132039606128603,0.6388888888888888
